"ID","l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rank","CoexistRank","Asy","cor","Rare"
184,17,15,0.30,0.10,0.10,0.10,10.00,130.00,1.13,1.00,0.88,2.68,2,1,-1.68,100.80,0.07
185,18,15,0.30,0.10,0.10,0.10,15.00,125.00,1.20,1.00,0.83,2.70,2,1,-1.70,93.50,0.10
186,19,15,0.30,0.10,0.10,0.10,20.00,120.00,1.26,1.00,0.78,2.71,2,1,-1.71,85.50,0.14
187,20,15,0.30,0.10,0.10,0.10,25.00,115.00,1.33,1.00,0.75,2.72,2,1,-1.72,77.40,0.17
193,15,16,0.30,0.10,0.10,0.10,0.00,150.00,0.93,1.00,1.06,2.64,2,0,-1.64,123.00,0.00
194,16,16,0.30,0.10,0.10,0.10,0.00,150.00,1.00,1.00,1.00,2.66,2,0,-1.66,124.50,0.00
195,17,16,0.30,0.10,0.10,0.10,5.00,145.00,1.06,1.00,0.94,2.68,2,1,-1.68,117.60,0.03
196,18,16,0.30,0.10,0.10,0.10,10.00,140.00,1.12,1.00,0.88,2.70,2,1,-1.70,110.50,0.06
197,19,16,0.30,0.10,0.10,0.10,15.00,135.00,1.18,1.00,0.84,2.71,2,1,-1.71,102.60,0.10
198,20,16,0.30,0.10,0.10,0.10,20.00,130.00,1.25,1.00,0.80,2.72,2,1,-1.72,94.60,0.13
204,15,17,0.30,0.10,0.10,0.10,0.00,160.00,0.88,1.00,1.13,2.64,2,0,-1.64,131.20,0.00
205,16,17,0.30,0.10,0.10,0.10,0.00,160.00,0.94,1.00,1.06,2.66,2,0,-1.66,132.80,0.00
206,17,17,0.30,0.10,0.10,0.10,0.00,160.00,1.00,1.00,1.00,2.68,2,0,-1.68,134.40,0.00
207,18,17,0.30,0.10,0.10,0.10,5.00,155.00,1.05,1.00,0.94,2.70,2,1,-1.70,127.50,0.03
208,19,17,0.30,0.10,0.10,0.10,10.00,150.00,1.11,1.00,0.89,2.71,2,1,-1.71,119.70,0.06
209,20,17,0.30,0.10,0.10,0.10,15.00,145.00,1.17,1.00,0.85,2.72,2,1,-1.72,111.80,0.09
215,15,18,0.30,0.10,0.10,0.10,0.00,170.00,0.83,1.00,1.20,2.64,2,0,-1.64,139.40,0.00
216,16,18,0.30,0.10,0.10,0.10,0.00,170.00,0.88,1.00,1.12,2.66,2,0,-1.66,141.10,0.00
217,17,18,0.30,0.10,0.10,0.10,0.00,170.00,0.94,1.00,1.05,2.68,2,0,-1.68,142.80,0.00
218,18,18,0.30,0.10,0.10,0.10,0.00,170.00,1.00,1.00,1.00,2.70,2,0,-1.70,144.50,0.00
219,19,18,0.30,0.10,0.10,0.10,5.00,165.00,1.05,1.00,0.94,2.71,2,1,-1.71,136.80,0.02
220,20,18,0.30,0.10,0.10,0.10,10.00,160.00,1.11,1.00,0.90,2.72,2,1,-1.72,129.00,0.05
226,15,19,0.30,0.10,0.10,0.10,0.00,180.00,0.78,1.00,1.26,2.64,2,0,-1.64,147.60,0.00
227,16,19,0.30,0.10,0.10,0.10,0.00,180.00,0.84,1.00,1.18,2.66,2,0,-1.66,149.40,0.00
228,17,19,0.30,0.10,0.10,0.10,0.00,180.00,0.89,1.00,1.11,2.68,2,0,-1.68,151.20,0.00
229,18,19,0.30,0.10,0.10,0.10,0.00,180.00,0.94,1.00,1.05,2.70,2,0,-1.70,153.00,0.00
230,19,19,0.30,0.10,0.10,0.10,0.00,180.00,1.00,1.00,1.00,2.71,2,0,-1.71,153.90,0.00
231,20,19,0.30,0.10,0.10,0.10,5.00,175.00,1.05,1.00,0.95,2.72,2,1,-1.72,146.20,0.02
237,15,20,0.30,0.10,0.10,0.10,0.00,190.00,0.75,1.00,1.33,2.64,2,0,-1.64,155.80,0.00
238,16,20,0.30,0.10,0.10,0.10,0.00,190.00,0.80,1.00,1.25,2.66,2,0,-1.66,157.70,0.00
239,17,20,0.30,0.10,0.10,0.10,0.00,190.00,0.85,1.00,1.17,2.68,2,0,-1.68,159.60,0.00
240,18,20,0.30,0.10,0.10,0.10,0.00,190.00,0.90,1.00,1.11,2.70,2,0,-1.70,161.50,0.00
241,19,20,0.30,0.10,0.10,0.10,0.00,190.00,0.95,1.00,1.05,2.71,2,0,-1.71,162.45,0.00
242,20,20,0.30,0.10,0.10,0.10,0.00,190.00,1.00,1.00,1.00,2.72,2,0,-1.72,163.40,0.00
303,15,15,0.50,0.10,0.10,0.10,0.00,140.00,1.00,1.00,1.00,3.94,2,0,-2.94,205.80,0.00
304,16,15,0.50,0.10,0.10,0.10,2.50,137.50,1.06,1.00,0.93,4.00,2,1,-3.00,202.50,0.01
305,17,15,0.50,0.10,0.10,0.10,5.00,135.00,1.13,1.00,0.88,4.04,2,1,-3.04,197.60,0.03
306,18,15,0.50,0.10,0.10,0.10,7.50,132.50,1.20,1.00,0.83,4.09,2,1,-3.09,193.12,0.05
307,19,15,0.50,0.10,0.10,0.10,10.00,130.00,1.26,1.00,0.78,4.13,2,1,-3.13,187.80,0.07
308,20,15,0.50,0.10,0.10,0.10,12.50,127.50,1.33,1.00,0.75,4.16,2,1,-3.16,181.70,0.08
314,15,16,0.50,0.10,0.10,0.10,0.00,150.00,0.93,1.00,1.06,3.94,2,0,-2.94,220.50,0.00
315,16,16,0.50,0.10,0.10,0.10,0.00,150.00,1.00,1.00,1.00,4.00,2,0,-3.00,225.00,0.00
316,17,16,0.50,0.10,0.10,0.10,2.50,147.50,1.06,1.00,0.94,4.04,2,1,-3.04,220.40,0.01
317,18,16,0.50,0.10,0.10,0.10,5.00,145.00,1.12,1.00,0.88,4.09,2,1,-3.09,216.30,0.03
318,19,16,0.50,0.10,0.10,0.10,7.50,142.50,1.18,1.00,0.84,4.13,2,1,-3.13,211.27,0.05
319,20,16,0.50,0.10,0.10,0.10,10.00,140.00,1.25,1.00,0.80,4.16,2,1,-3.16,205.40,0.06
325,15,17,0.50,0.10,0.10,0.10,0.00,160.00,0.88,1.00,1.13,3.94,2,0,-2.94,235.20,0.00
326,16,17,0.50,0.10,0.10,0.10,0.00,160.00,0.94,1.00,1.06,4.00,2,0,-3.00,240.00,0.00
327,17,17,0.50,0.10,0.10,0.10,0.00,160.00,1.00,1.00,1.00,4.04,2,0,-3.04,243.20,0.00
328,18,17,0.50,0.10,0.10,0.10,2.50,157.50,1.05,1.00,0.94,4.09,2,1,-3.09,239.47,0.01
329,19,17,0.50,0.10,0.10,0.10,5.00,155.00,1.11,1.00,0.89,4.13,2,1,-3.13,234.75,0.03
330,20,17,0.50,0.10,0.10,0.10,7.50,152.50,1.17,1.00,0.85,4.16,2,1,-3.16,229.10,0.04
336,15,18,0.50,0.10,0.10,0.10,0.00,170.00,0.83,1.00,1.20,3.94,2,0,-2.94,249.90,0.00
337,16,18,0.50,0.10,0.10,0.10,0.00,170.00,0.88,1.00,1.12,4.00,2,0,-3.00,255.00,0.00
338,17,18,0.50,0.10,0.10,0.10,0.00,170.00,0.94,1.00,1.05,4.04,2,0,-3.04,258.40,0.00
339,18,18,0.50,0.10,0.10,0.10,0.00,170.00,1.00,1.00,1.00,4.09,2,0,-3.09,262.65,0.00
340,19,18,0.50,0.10,0.10,0.10,2.50,167.50,1.05,1.00,0.94,4.13,2,1,-3.13,258.22,0.01
341,20,18,0.50,0.10,0.10,0.10,5.00,165.00,1.11,1.00,0.90,4.16,2,1,-3.16,252.80,0.02
347,15,19,0.50,0.10,0.10,0.10,0.00,180.00,0.78,1.00,1.26,3.94,2,0,-2.94,264.60,0.00
348,16,19,0.50,0.10,0.10,0.10,0.00,180.00,0.84,1.00,1.18,4.00,2,0,-3.00,270.00,0.00
349,17,19,0.50,0.10,0.10,0.10,0.00,180.00,0.89,1.00,1.11,4.04,2,0,-3.04,273.60,0.00
350,18,19,0.50,0.10,0.10,0.10,0.00,180.00,0.94,1.00,1.05,4.09,2,0,-3.09,278.10,0.00
351,19,19,0.50,0.10,0.10,0.10,0.00,180.00,1.00,1.00,1.00,4.13,2,0,-3.13,281.70,0.00
352,20,19,0.50,0.10,0.10,0.10,2.50,177.50,1.05,1.00,0.95,4.16,2,1,-3.16,276.50,0.01
358,15,20,0.50,0.10,0.10,0.10,0.00,190.00,0.75,1.00,1.33,3.94,2,0,-2.94,279.30,0.00
359,16,20,0.50,0.10,0.10,0.10,0.00,190.00,0.80,1.00,1.25,4.00,2,0,-3.00,285.00,0.00
360,17,20,0.50,0.10,0.10,0.10,0.00,190.00,0.85,1.00,1.17,4.04,2,0,-3.04,288.80,0.00
361,18,20,0.50,0.10,0.10,0.10,0.00,190.00,0.90,1.00,1.11,4.09,2,0,-3.09,293.55,0.00
362,19,20,0.50,0.10,0.10,0.10,0.00,190.00,0.95,1.00,1.05,4.13,2,0,-3.13,297.35,0.00
363,20,20,0.50,0.10,0.10,0.10,0.00,190.00,1.00,1.00,1.00,4.16,2,0,-3.16,300.20,0.00
2360,15,15,0.30,0.10,0.30,0.10,23.33,70.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.24
2371,15,16,0.30,0.10,0.30,0.10,3.50,138.00,0.93,1.00,1.06,1.00,2,1,0.00,0.00,0.02
2372,16,16,0.30,0.10,0.30,0.10,25.00,75.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.25
2382,15,17,0.30,0.10,0.30,0.10,1.86,152.80,0.88,1.00,1.13,1.00,2,1,0.00,0.00,0.01
2383,16,17,0.30,0.10,0.30,0.10,4.00,146.40,0.94,1.00,1.06,1.00,2,1,0.00,0.00,0.02
2384,17,17,0.30,0.10,0.30,0.10,26.66,80.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.24
2393,15,18,0.30,0.10,0.30,0.10,1.33,164.30,0.83,1.00,1.20,1.00,2,1,0.00,0.00,8.02994626577311e-03
2394,16,18,0.30,0.10,0.30,0.10,2.13,161.90,0.88,1.00,1.12,1.00,2,1,0.00,0.00,0.01
2395,17,18,0.30,0.10,0.30,0.10,4.53,154.70,0.94,1.00,1.05,1.00,2,1,0.00,0.00,0.02
2396,18,18,0.30,0.10,0.30,0.10,28.33,85.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.24
2404,15,19,0.30,0.10,0.30,0.10,1.06,175.00,0.78,1.00,1.26,1.00,2,1,0.00,0.00,6.02067476996478e-03
2405,16,19,0.30,0.10,0.30,0.10,1.50,173.70,0.84,1.00,1.18,1.00,2,1,0.00,0.00,8.56164383561644e-03
2406,17,19,0.30,0.10,0.30,0.10,2.40,171.00,0.89,1.00,1.11,1.00,2,1,0.00,0.00,0.01
2407,18,19,0.30,0.10,0.30,0.10,5.10,162.90,0.94,1.00,1.05,1.00,2,1,0.00,0.00,0.03
2408,19,19,0.30,0.10,0.30,0.10,30.00,90.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.25
2415,15,20,0.30,0.10,0.30,0.10,0.90,185.40,0.75,1.00,1.33,1.00,2,0,0.00,0.00,4.83091787439614e-03
2416,16,20,0.30,0.10,0.30,0.10,1.20,184.50,0.80,1.00,1.25,1.00,2,1,0.00,0.00,6.46203554119548e-03
2417,17,20,0.30,0.10,0.30,0.10,1.70,183.00,0.85,1.00,1.17,1.00,2,1,0.00,0.00,9.2041147807255e-03
2418,18,20,0.30,0.10,0.30,0.10,2.70,180.00,0.90,1.00,1.11,1.00,2,1,0.00,0.00,0.01
2419,19,20,0.30,0.10,0.30,0.10,5.70,171.00,0.95,1.00,1.05,1.00,2,1,0.00,0.00,0.03
2420,20,20,0.30,0.10,0.30,0.10,31.66,95.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.24
2481,15,15,0.50,0.10,0.30,0.10,0.00,140.00,1.00,1.00,1.00,1.59,2,0,-0.59,41.30,0.00
2482,16,15,0.50,0.10,0.30,0.10,5.00,125.00,1.06,1.00,0.93,1.60,2,1,-0.60,36.00,0.03
2483,17,15,0.50,0.10,0.30,0.10,10.00,110.00,1.13,1.00,0.88,1.60,2,1,-0.60,30.00,0.08
2484,18,15,0.50,0.10,0.30,0.10,15.00,95.00,1.20,1.00,0.83,1.60,2,1,-0.60,24.00,0.13
2485,19,15,0.50,0.10,0.30,0.10,20.00,80.00,1.26,1.00,0.78,1.61,2,1,-0.61,18.30,0.20
2492,15,16,0.50,0.10,0.30,0.10,0.00,150.00,0.93,1.00,1.06,1.59,2,0,-0.59,44.25,0.00
2493,16,16,0.50,0.10,0.30,0.10,0.00,150.00,1.00,1.00,1.00,1.60,2,0,-0.60,45.00,0.00
2494,17,16,0.50,0.10,0.30,0.10,5.00,135.00,1.06,1.00,0.94,1.60,2,1,-0.60,39.00,0.03
2495,18,16,0.50,0.10,0.30,0.10,10.00,120.00,1.12,1.00,0.88,1.60,2,1,-0.60,33.00,0.07
2496,19,16,0.50,0.10,0.30,0.10,15.00,105.00,1.18,1.00,0.84,1.61,2,1,-0.61,27.45,0.12
2497,20,16,0.50,0.10,0.30,0.10,20.00,90.00,1.25,1.00,0.80,1.61,2,1,-0.61,21.35,0.18
2503,15,17,0.50,0.10,0.30,0.10,0.00,160.00,0.88,1.00,1.13,1.59,2,0,-0.59,47.20,0.00
2504,16,17,0.50,0.10,0.30,0.10,0.00,160.00,0.94,1.00,1.06,1.60,2,0,-0.60,48.00,0.00
2505,17,17,0.50,0.10,0.30,0.10,0.00,160.00,1.00,1.00,1.00,1.60,2,0,-0.60,48.00,0.00
2506,18,17,0.50,0.10,0.30,0.10,5.00,145.00,1.05,1.00,0.94,1.60,2,1,-0.60,42.00,0.03
2507,19,17,0.50,0.10,0.30,0.10,10.00,130.00,1.11,1.00,0.89,1.61,2,1,-0.61,36.60,0.07
2508,20,17,0.50,0.10,0.30,0.10,15.00,115.00,1.17,1.00,0.85,1.61,2,1,-0.61,30.50,0.11
2514,15,18,0.50,0.10,0.30,0.10,0.00,170.00,0.83,1.00,1.20,1.59,2,0,-0.59,50.15,0.00
2515,16,18,0.50,0.10,0.30,0.10,0.00,170.00,0.88,1.00,1.12,1.60,2,0,-0.60,51.00,0.00
2516,17,18,0.50,0.10,0.30,0.10,0.00,170.00,0.94,1.00,1.05,1.60,2,0,-0.60,51.00,0.00
2517,18,18,0.50,0.10,0.30,0.10,0.00,170.00,1.00,1.00,1.00,1.60,2,0,-0.60,51.00,0.00
2518,19,18,0.50,0.10,0.30,0.10,5.00,155.00,1.05,1.00,0.94,1.61,2,1,-0.61,45.75,0.03
2519,20,18,0.50,0.10,0.30,0.10,10.00,140.00,1.11,1.00,0.90,1.61,2,1,-0.61,39.65,0.06
2525,15,19,0.50,0.10,0.30,0.10,0.00,180.00,0.78,1.00,1.26,1.59,2,0,-0.59,53.10,0.00
2526,16,19,0.50,0.10,0.30,0.10,0.00,180.00,0.84,1.00,1.18,1.60,2,0,-0.60,54.00,0.00
2527,17,19,0.50,0.10,0.30,0.10,0.00,180.00,0.89,1.00,1.11,1.60,2,0,-0.60,54.00,0.00
2528,18,19,0.50,0.10,0.30,0.10,0.00,180.00,0.94,1.00,1.05,1.60,2,0,-0.60,54.00,0.00
2529,19,19,0.50,0.10,0.30,0.10,0.00,180.00,1.00,1.00,1.00,1.61,2,0,-0.61,54.90,0.00
2530,20,19,0.50,0.10,0.30,0.10,5.00,165.00,1.05,1.00,0.95,1.61,2,1,-0.61,48.80,0.02
2536,15,20,0.50,0.10,0.30,0.10,0.00,190.00,0.75,1.00,1.33,1.59,2,0,-0.59,56.05,0.00
2537,16,20,0.50,0.10,0.30,0.10,0.00,190.00,0.80,1.00,1.25,1.60,2,0,-0.60,57.00,0.00
2538,17,20,0.50,0.10,0.30,0.10,0.00,190.00,0.85,1.00,1.17,1.60,2,0,-0.60,57.00,0.00
2539,18,20,0.50,0.10,0.30,0.10,0.00,190.00,0.90,1.00,1.11,1.60,2,0,-0.60,57.00,0.00
2540,19,20,0.50,0.10,0.30,0.10,0.00,190.00,0.95,1.00,1.05,1.61,2,0,-0.61,57.95,0.00
2541,20,20,0.50,0.10,0.30,0.10,0.00,190.00,1.00,1.00,1.00,1.61,2,0,-0.61,57.95,0.00
4659,15,15,0.50,0.10,0.50,0.10,14.00,70.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.16
4670,15,16,0.50,0.10,0.50,0.10,2.10,138.00,0.93,1.00,1.06,1.00,2,1,0.00,0.00,0.01
4671,16,16,0.50,0.10,0.50,0.10,15.00,75.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.16
4681,15,17,0.50,0.10,0.50,0.10,1.12,152.80,0.88,1.00,1.13,1.00,2,1,0.00,0.00,7.27650727650728e-03
4682,16,17,0.50,0.10,0.50,0.10,2.40,146.40,0.94,1.00,1.06,1.00,2,1,0.00,0.00,0.01
4683,17,17,0.50,0.10,0.50,0.10,16.00,80.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.16
4692,15,18,0.50,0.10,0.50,0.10,0.80,164.30,0.83,1.00,1.20,1.00,2,0,0.00,0.00,4.84554815263477e-03
4693,16,18,0.50,0.10,0.50,0.10,1.28,161.90,0.88,1.00,1.12,1.00,2,1,0.00,0.00,7.84409854148793e-03
4694,17,18,0.50,0.10,0.50,0.10,2.72,154.70,0.94,1.00,1.05,1.00,2,1,0.00,0.00,0.01
4695,18,18,0.50,0.10,0.50,0.10,17.00,85.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.16
4703,15,19,0.50,0.10,0.50,0.10,0.64,175.00,0.78,1.00,1.26,1.00,2,0,0.00,0.00,3.64381689820087e-03
4704,16,19,0.50,0.10,0.50,0.10,0.90,173.70,0.84,1.00,1.18,1.00,2,0,0.00,0.00,5.15463917525773e-03
4705,17,19,0.50,0.10,0.50,0.10,1.44,171.00,0.89,1.00,1.11,1.00,2,1,0.00,0.00,8.35073068893528e-03
4706,18,19,0.50,0.10,0.50,0.10,3.06,162.90,0.94,1.00,1.05,1.00,2,1,0.00,0.00,0.01
4707,19,19,0.50,0.10,0.50,0.10,18.00,90.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.16
4714,15,20,0.50,0.10,0.50,0.10,0.54,185.40,0.75,1.00,1.33,1.00,2,0,0.00,0.00,2.90416263310745e-03
4715,16,20,0.50,0.10,0.50,0.10,0.72,184.50,0.80,1.00,1.25,1.00,2,0,0.00,0.00,3.88726919339164e-03
4716,17,20,0.50,0.10,0.50,0.10,1.02,183.00,0.85,1.00,1.17,1.00,2,1,0.00,0.00,5.54287577437235e-03
4717,18,20,0.50,0.10,0.50,0.10,1.62,180.00,0.90,1.00,1.11,1.00,2,1,0.00,0.00,8.9197224975223e-03
4718,19,20,0.50,0.10,0.50,0.10,3.42,171.00,0.95,1.00,1.05,1.00,2,1,0.00,0.00,0.01
4719,20,20,0.50,0.10,0.50,0.10,19.00,95.00,1.00,1.00,1.00,1.00,2,1,0.00,0.00,0.16
78469,15,15,0.70,0.10,0.10,0.10,0.00,140.00,1.00,1.00,1.00,5.00,2,0,-4.00,280.00,0.00
78470,16,15,0.70,0.10,0.10,0.10,1.66,138.33,1.06,1.00,0.93,5.09,2,1,-4.09,279.49,0.01
78471,17,15,0.70,0.10,0.10,0.10,3.33,136.66,1.13,1.00,0.88,5.17,2,1,-4.17,277.99,0.02
78472,18,15,0.70,0.10,0.10,0.10,5.00,135.00,1.20,1.00,0.83,5.25,2,1,-4.25,276.25,0.03
78473,19,15,0.70,0.10,0.10,0.10,6.66,133.33,1.26,1.00,0.78,5.32,2,1,-4.32,273.60,0.04
78474,20,15,0.70,0.10,0.10,0.10,8.33,131.66,1.33,1.00,0.75,5.38,2,1,-4.38,270.09,0.05
78480,15,16,0.70,0.10,0.10,0.10,0.00,150.00,0.93,1.00,1.06,5.00,2,0,-4.00,300.00,0.00
78481,16,16,0.70,0.10,0.10,0.10,0.00,150.00,1.00,1.00,1.00,5.09,2,0,-4.09,306.75,0.00
78482,17,16,0.70,0.10,0.10,0.10,1.66,148.33,1.06,1.00,0.94,5.17,2,1,-4.17,305.80,0.01
78483,18,16,0.70,0.10,0.10,0.10,3.33,146.66,1.12,1.00,0.88,5.25,2,1,-4.25,304.57,0.02
78484,19,16,0.70,0.10,0.10,0.10,5.00,145.00,1.18,1.00,0.84,5.32,2,1,-4.32,302.40,0.03
78485,20,16,0.70,0.10,0.10,0.10,6.66,143.33,1.25,1.00,0.80,5.38,2,1,-4.38,299.30,0.04
78491,15,17,0.70,0.10,0.10,0.10,0.00,160.00,0.88,1.00,1.13,5.00,2,0,-4.00,320.00,0.00
78492,16,17,0.70,0.10,0.10,0.10,0.00,160.00,0.94,1.00,1.06,5.09,2,0,-4.09,327.20,0.00
78493,17,17,0.70,0.10,0.10,0.10,0.00,160.00,1.00,1.00,1.00,5.17,2,0,-4.17,333.60,0.00
78494,18,17,0.70,0.10,0.10,0.10,1.66,158.33,1.05,1.00,0.94,5.25,2,1,-4.25,332.92,0.01
78495,19,17,0.70,0.10,0.10,0.10,3.33,156.66,1.11,1.00,0.89,5.32,2,1,-4.32,331.19,0.02
78496,20,17,0.70,0.10,0.10,0.10,5.00,155.00,1.17,1.00,0.85,5.38,2,1,-4.38,328.50,0.03
78502,15,18,0.70,0.10,0.10,0.10,0.00,170.00,0.83,1.00,1.20,5.00,2,0,-4.00,340.00,0.00
78503,16,18,0.70,0.10,0.10,0.10,0.00,170.00,0.88,1.00,1.12,5.09,2,0,-4.09,347.65,0.00
78504,17,18,0.70,0.10,0.10,0.10,0.00,170.00,0.94,1.00,1.05,5.17,2,0,-4.17,354.45,0.00
78505,18,18,0.70,0.10,0.10,0.10,0.00,170.00,1.00,1.00,1.00,5.25,2,0,-4.25,361.25,0.00
78506,19,18,0.70,0.10,0.10,0.10,1.66,168.33,1.05,1.00,0.94,5.32,2,1,-4.32,360.00,9.76528031060651e-03
78507,20,18,0.70,0.10,0.10,0.10,3.33,166.66,1.11,1.00,0.90,5.38,2,1,-4.38,357.69,0.01
78513,15,19,0.70,0.10,0.10,0.10,0.00,180.00,0.78,1.00,1.26,5.00,2,0,-4.00,360.00,0.00
78514,16,19,0.70,0.10,0.10,0.10,0.00,180.00,0.84,1.00,1.18,5.09,2,0,-4.09,368.10,0.00
78515,17,19,0.70,0.10,0.10,0.10,0.00,180.00,0.89,1.00,1.11,5.17,2,0,-4.17,375.30,0.00
78516,18,19,0.70,0.10,0.10,0.10,0.00,180.00,0.94,1.00,1.05,5.25,2,0,-4.25,382.50,0.00
78517,19,19,0.70,0.10,0.10,0.10,0.00,180.00,1.00,1.00,1.00,5.32,2,0,-4.32,388.80,0.00
78518,20,19,0.70,0.10,0.10,0.10,1.66,178.33,1.05,1.00,0.95,5.38,2,1,-4.38,386.90,9.22273459636646e-03
78524,15,20,0.70,0.10,0.10,0.10,0.00,190.00,0.75,1.00,1.33,5.00,2,0,-4.00,380.00,0.00
78525,16,20,0.70,0.10,0.10,0.10,0.00,190.00,0.80,1.00,1.25,5.09,2,0,-4.09,388.55,0.00
78526,17,20,0.70,0.10,0.10,0.10,0.00,190.00,0.85,1.00,1.17,5.17,2,0,-4.17,396.15,0.00
78527,18,20,0.70,0.10,0.10,0.10,0.00,190.00,0.90,1.00,1.11,5.25,2,0,-4.25,403.75,0.00
78528,19,20,0.70,0.10,0.10,0.10,0.00,190.00,0.95,1.00,1.05,5.32,2,0,-4.32,410.40,0.00
78529,20,20,0.70,0.10,0.10,0.10,0.00,190.00,1.00,1.00,1.00,5.38,2,0,-4.38,416.10,0.00
13415,15,19,0.50,0.10,0.10,0.30,17.14,54.28,0.78,2.71,1.26,3.94,2,1,-1.23,22.84,0.23
13426,15,20,0.50,0.10,0.10,0.30,16.42,57.85,0.75,2.72,1.33,3.94,2,1,-1.22,25.27,0.22
13427,16,20,0.50,0.10,0.10,0.30,18.57,57.14,0.80,2.72,1.25,4.00,2,1,-1.27,24.68,0.24
13503,15,16,0.10,0.30,0.10,0.30,10.50,46.00,0.93,1.00,1.06,1.00,2,1,0.00,0.00,0.18
13514,15,17,0.10,0.30,0.10,0.30,5.60,50.93,0.88,1.00,1.13,1.00,2,1,0.00,0.00,0.09
13515,16,17,0.10,0.30,0.10,0.30,12.00,48.80,0.94,1.00,1.06,1.00,2,1,0.00,0.00,0.19
13525,15,18,0.10,0.30,0.10,0.30,4.00,54.76,0.83,1.00,1.20,1.00,2,1,0.00,0.00,0.06
13526,16,18,0.10,0.30,0.10,0.30,6.40,53.96,0.88,1.00,1.12,1.00,2,1,0.00,0.00,0.10
13527,17,18,0.10,0.30,0.10,0.30,13.60,51.56,0.94,1.00,1.05,1.00,2,1,0.00,0.00,0.20
13536,15,19,0.10,0.30,0.10,0.30,3.20,58.33,0.78,1.00,1.26,1.00,2,1,0.00,0.00,0.05
13537,16,19,0.10,0.30,0.10,0.30,4.50,57.90,0.84,1.00,1.18,1.00,2,1,0.00,0.00,0.07
13538,17,19,0.10,0.30,0.10,0.30,7.20,57.00,0.89,1.00,1.11,1.00,2,1,0.00,0.00,0.11
13539,18,19,0.10,0.30,0.10,0.30,15.30,54.30,0.94,1.00,1.05,1.00,2,1,0.00,0.00,0.21
13547,15,20,0.10,0.30,0.10,0.30,2.70,61.80,0.75,1.00,1.33,1.00,2,1,0.00,0.00,0.04
13548,16,20,0.10,0.30,0.10,0.30,3.60,61.50,0.80,1.00,1.25,1.00,2,1,0.00,0.00,0.05
13549,17,20,0.10,0.30,0.10,0.30,5.10,61.00,0.85,1.00,1.17,1.00,2,1,0.00,0.00,0.07
13550,18,20,0.10,0.30,0.10,0.30,8.10,60.00,0.90,1.00,1.11,1.00,2,1,0.00,0.00,0.11
13551,19,20,0.10,0.30,0.10,0.30,17.10,57.00,0.95,1.00,1.05,1.00,2,1,0.00,0.00,0.23
13613,15,15,0.30,0.30,0.10,0.30,0.00,46.66,1.00,1.00,1.00,2.64,2,0,-1.64,38.26,0.00
13614,16,15,0.30,0.30,0.10,0.30,5.00,45.00,1.06,1.00,0.93,2.66,2,1,-1.66,33.20,0.10
13615,17,15,0.30,0.30,0.10,0.30,10.00,43.33,1.13,1.00,0.88,2.68,2,1,-1.68,27.99,0.18
13624,15,16,0.30,0.30,0.10,0.30,0.00,50.00,0.93,1.00,1.06,2.64,2,0,-1.64,41.00,0.00
13625,16,16,0.30,0.30,0.10,0.30,0.00,50.00,1.00,1.00,1.00,2.66,2,0,-1.66,41.50,0.00
13626,17,16,0.30,0.30,0.10,0.30,5.00,48.33,1.06,1.00,0.94,2.68,2,1,-1.68,36.39,0.09
13627,18,16,0.30,0.30,0.10,0.30,10.00,46.66,1.12,1.00,0.88,2.70,2,1,-1.70,31.16,0.17
13628,19,16,0.30,0.30,0.10,0.30,15.00,45.00,1.18,1.00,0.84,2.71,2,1,-1.71,25.65,0.25
13635,15,17,0.30,0.30,0.10,0.30,0.00,53.33,0.88,1.00,1.13,2.64,2,0,-1.64,43.73,0.00
13636,16,17,0.30,0.30,0.10,0.30,0.00,53.33,0.94,1.00,1.06,2.66,2,0,-1.66,44.26,0.00
13637,17,17,0.30,0.30,0.10,0.30,0.00,53.33,1.00,1.00,1.00,2.68,2,0,-1.68,44.79,0.00
13638,18,17,0.30,0.30,0.10,0.30,5.00,51.66,1.05,1.00,0.94,2.70,2,1,-1.70,39.66,0.08
13639,19,17,0.30,0.30,0.10,0.30,10.00,50.00,1.11,1.00,0.89,2.71,2,1,-1.71,34.20,0.16
13640,20,17,0.30,0.30,0.10,0.30,15.00,48.33,1.17,1.00,0.85,2.72,2,1,-1.72,28.66,0.23
13646,15,18,0.30,0.30,0.10,0.30,0.00,56.66,0.83,1.00,1.20,2.64,2,0,-1.64,46.46,0.00
13647,16,18,0.30,0.30,0.10,0.30,0.00,56.66,0.88,1.00,1.12,2.66,2,0,-1.66,47.02,0.00
