"ID","l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rank","CoexistRank","Asy","cor","Rare"
195763,16,19,2.00,0.50,0.30,0.50,0.00,36.00,0.84,1.00,1.18,4.92,2,0,-3.92,70.56,0.00
195764,17,19,2.00,0.50,0.30,0.50,0.00,36.00,0.89,1.00,1.11,5.00,2,0,-4.00,72.00,0.00
195765,18,19,2.00,0.50,0.30,0.50,0.00,36.00,0.94,1.00,1.05,5.07,2,0,-4.07,73.26,0.00
195766,19,19,2.00,0.50,0.30,0.50,0.00,36.00,1.00,1.00,1.00,5.13,2,0,-4.13,74.34,0.00
195767,20,19,2.00,0.50,0.30,0.50,0.58,35.64,1.05,1.00,0.95,5.19,2,0,-4.19,73.45,0.01
195773,15,20,2.00,0.50,0.30,0.50,0.00,38.00,0.75,1.00,1.33,4.83,2,0,-3.83,72.77,0.00
195774,16,20,2.00,0.50,0.30,0.50,0.00,38.00,0.80,1.00,1.25,4.92,2,0,-3.92,74.48,0.00
195775,17,20,2.00,0.50,0.30,0.50,0.00,38.00,0.85,1.00,1.17,5.00,2,0,-4.00,76.00,0.00
195776,18,20,2.00,0.50,0.30,0.50,0.00,38.00,0.90,1.00,1.11,5.07,2,0,-4.07,77.33,0.00
195777,19,20,2.00,0.50,0.30,0.50,0.00,38.00,0.95,1.00,1.05,5.13,2,0,-4.13,78.47,0.00
195778,20,20,2.00,0.50,0.30,0.50,0.00,38.00,1.00,1.00,1.00,5.19,2,0,-4.19,79.61,0.00
195839,15,15,2.50,0.50,0.30,0.50,0.00,28.00,1.00,1.00,1.00,5.59,2,0,-4.59,64.26,0.00
195840,16,15,2.50,0.50,0.30,0.50,0.45,27.72,1.06,1.00,0.93,5.71,2,0,-4.71,64.22,0.01
195841,17,15,2.50,0.50,0.30,0.50,0.90,27.45,1.13,1.00,0.88,5.82,2,0,-4.82,63.98,0.03
195842,18,15,2.50,0.50,0.30,0.50,1.36,27.18,1.20,1.00,0.83,5.92,2,1,-4.92,63.51,0.04
195843,19,15,2.50,0.50,0.30,0.50,1.81,26.90,1.26,1.00,0.78,6.01,2,1,-5.01,62.85,0.06
195844,20,15,2.50,0.50,0.30,0.50,2.27,26.63,1.33,1.00,0.75,6.09,2,1,-5.09,61.99,0.07
195850,15,16,2.50,0.50,0.30,0.50,0.00,30.00,0.93,1.00,1.06,5.59,2,0,-4.59,68.85,0.00
195851,16,16,2.50,0.50,0.30,0.50,0.00,30.00,1.00,1.00,1.00,5.71,2,0,-4.71,70.65,0.00
195852,17,16,2.50,0.50,0.30,0.50,0.45,29.72,1.06,1.00,0.94,5.82,2,0,-4.82,70.54,0.01
195853,18,16,2.50,0.50,0.30,0.50,0.90,29.45,1.12,1.00,0.88,5.92,2,0,-4.92,70.23,0.02
195854,19,16,2.50,0.50,0.30,0.50,1.36,29.18,1.18,1.00,0.84,6.01,2,1,-5.01,69.68,0.04
195855,20,16,2.50,0.50,0.30,0.50,1.81,28.90,1.25,1.00,0.80,6.09,2,1,-5.09,68.94,0.05
195861,15,17,2.50,0.50,0.30,0.50,0.00,32.00,0.88,1.00,1.13,5.59,2,0,-4.59,73.44,0.00
195862,16,17,2.50,0.50,0.30,0.50,0.00,32.00,0.94,1.00,1.06,5.71,2,0,-4.71,75.36,0.00
195863,17,17,2.50,0.50,0.30,0.50,0.00,32.00,1.00,1.00,1.00,5.82,2,0,-4.82,77.12,0.00
195864,18,17,2.50,0.50,0.30,0.50,0.45,31.72,1.05,1.00,0.94,5.92,2,0,-4.92,76.92,0.01
195865,19,17,2.50,0.50,0.30,0.50,0.90,31.45,1.11,1.00,0.89,6.01,2,0,-5.01,76.52,0.02
195866,20,17,2.50,0.50,0.30,0.50,1.36,31.18,1.17,1.00,0.85,6.09,2,1,-5.09,75.89,0.04
195872,15,18,2.50,0.50,0.30,0.50,0.00,34.00,0.83,1.00,1.20,5.59,2,0,-4.59,78.03,0.00
195873,16,18,2.50,0.50,0.30,0.50,0.00,34.00,0.88,1.00,1.12,5.71,2,0,-4.71,80.07,0.00
195874,17,18,2.50,0.50,0.30,0.50,0.00,34.00,0.94,1.00,1.05,5.82,2,0,-4.82,81.94,0.00
195875,18,18,2.50,0.50,0.30,0.50,0.00,34.00,1.00,1.00,1.00,5.92,2,0,-4.92,83.64,0.00
195876,19,18,2.50,0.50,0.30,0.50,0.45,33.72,1.05,1.00,0.94,6.01,2,0,-5.01,83.34,0.01
195877,20,18,2.50,0.50,0.30,0.50,0.90,33.45,1.11,1.00,0.90,6.09,2,0,-5.09,82.83,0.02
195883,15,19,2.50,0.50,0.30,0.50,0.00,36.00,0.78,1.00,1.26,5.59,2,0,-4.59,82.62,0.00
195884,16,19,2.50,0.50,0.30,0.50,0.00,36.00,0.84,1.00,1.18,5.71,2,0,-4.71,84.78,0.00
195885,17,19,2.50,0.50,0.30,0.50,0.00,36.00,0.89,1.00,1.11,5.82,2,0,-4.82,86.76,0.00
195886,18,19,2.50,0.50,0.30,0.50,0.00,36.00,0.94,1.00,1.05,5.92,2,0,-4.92,88.56,0.00
195887,19,19,2.50,0.50,0.30,0.50,0.00,36.00,1.00,1.00,1.00,6.01,2,0,-5.01,90.18,0.00
195888,20,19,2.50,0.50,0.30,0.50,0.45,35.72,1.05,1.00,0.95,6.09,2,0,-5.09,89.76,0.01
195894,15,20,2.50,0.50,0.30,0.50,0.00,38.00,0.75,1.00,1.33,5.59,2,0,-4.59,87.21,0.00
195895,16,20,2.50,0.50,0.30,0.50,0.00,38.00,0.80,1.00,1.25,5.71,2,0,-4.71,89.49,0.00
195896,17,20,2.50,0.50,0.30,0.50,0.00,38.00,0.85,1.00,1.17,5.82,2,0,-4.82,91.58,0.00
195897,18,20,2.50,0.50,0.30,0.50,0.00,38.00,0.90,1.00,1.11,5.92,2,0,-4.92,93.48,0.00
195898,19,20,2.50,0.50,0.30,0.50,0.00,38.00,0.95,1.00,1.05,6.01,2,0,-5.01,95.19,0.00
195899,20,20,2.50,0.50,0.30,0.50,0.00,38.00,1.00,1.00,1.00,6.09,2,0,-5.09,96.71,0.00
195960,15,15,3.00,0.50,0.30,0.50,0.00,28.00,1.00,1.00,1.00,6.25,2,0,-5.25,73.50,0.00
195961,16,15,3.00,0.50,0.30,0.50,0.37,27.77,1.06,1.00,0.93,6.40,2,0,-5.40,73.98,0.01
195962,17,15,3.00,0.50,0.30,0.50,0.74,27.55,1.13,1.00,0.88,6.53,2,0,-5.53,74.12,0.02
195963,18,15,3.00,0.50,0.30,0.50,1.11,27.33,1.20,1.00,0.83,6.66,2,1,-5.66,74.20,0.03
195964,19,15,3.00,0.50,0.30,0.50,1.48,27.11,1.26,1.00,0.78,6.78,2,1,-5.78,74.07,0.05
195965,20,15,3.00,0.50,0.30,0.50,1.85,26.88,1.33,1.00,0.75,6.89,2,1,-5.89,73.71,0.06
195971,15,16,3.00,0.50,0.30,0.50,0.00,30.00,0.93,1.00,1.06,6.25,2,0,-5.25,78.75,0.00
195972,16,16,3.00,0.50,0.30,0.50,0.00,30.00,1.00,1.00,1.00,6.40,2,0,-5.40,81.00,0.00
195973,17,16,3.00,0.50,0.30,0.50,0.37,29.77,1.06,1.00,0.94,6.53,2,0,-5.53,81.29,0.01
195974,18,16,3.00,0.50,0.30,0.50,0.74,29.55,1.12,1.00,0.88,6.66,2,0,-5.66,81.53,0.02
195975,19,16,3.00,0.50,0.30,0.50,1.11,29.33,1.18,1.00,0.84,6.78,2,1,-5.78,81.55,0.03
195976,20,16,3.00,0.50,0.30,0.50,1.48,29.11,1.25,1.00,0.80,6.89,2,1,-5.89,81.37,0.04
195982,15,17,3.00,0.50,0.30,0.50,0.00,32.00,0.88,1.00,1.13,6.25,2,0,-5.25,84.00,0.00
195983,16,17,3.00,0.50,0.30,0.50,0.00,32.00,0.94,1.00,1.06,6.40,2,0,-5.40,86.40,0.00
195984,17,17,3.00,0.50,0.30,0.50,0.00,32.00,1.00,1.00,1.00,6.53,2,0,-5.53,88.48,0.00
195985,18,17,3.00,0.50,0.30,0.50,0.37,31.77,1.05,1.00,0.94,6.66,2,0,-5.66,88.86,0.01
195986,19,17,3.00,0.50,0.30,0.50,0.74,31.55,1.11,1.00,0.89,6.78,2,0,-5.78,89.04,0.02
195987,20,17,3.00,0.50,0.30,0.50,1.11,31.33,1.17,1.00,0.85,6.89,2,1,-5.89,88.99,0.03
195993,15,18,3.00,0.50,0.30,0.50,0.00,34.00,0.83,1.00,1.20,6.25,2,0,-5.25,89.25,0.00
195994,16,18,3.00,0.50,0.30,0.50,0.00,34.00,0.88,1.00,1.12,6.40,2,0,-5.40,91.80,0.00
195995,17,18,3.00,0.50,0.30,0.50,0.00,34.00,0.94,1.00,1.05,6.53,2,0,-5.53,94.01,0.00
195996,18,18,3.00,0.50,0.30,0.50,0.00,34.00,1.00,1.00,1.00,6.66,2,0,-5.66,96.22,0.00
195997,19,18,3.00,0.50,0.30,0.50,0.37,33.77,1.05,1.00,0.94,6.78,2,0,-5.78,96.52,0.01
195998,20,18,3.00,0.50,0.30,0.50,0.74,33.55,1.11,1.00,0.90,6.89,2,0,-5.89,96.62,0.02
196004,15,19,3.00,0.50,0.30,0.50,0.00,36.00,0.78,1.00,1.26,6.25,2,0,-5.25,94.50,0.00
196005,16,19,3.00,0.50,0.30,0.50,0.00,36.00,0.84,1.00,1.18,6.40,2,0,-5.40,97.20,0.00
196006,17,19,3.00,0.50,0.30,0.50,0.00,36.00,0.89,1.00,1.11,6.53,2,0,-5.53,99.54,0.00
196007,18,19,3.00,0.50,0.30,0.50,0.00,36.00,0.94,1.00,1.05,6.66,2,0,-5.66,101.88,0.00
196008,19,19,3.00,0.50,0.30,0.50,0.00,36.00,1.00,1.00,1.00,6.78,2,0,-5.78,104.04,0.00
196009,20,19,3.00,0.50,0.30,0.50,0.37,35.77,1.05,1.00,0.95,6.89,2,0,-5.89,104.25,0.01
196015,15,20,3.00,0.50,0.30,0.50,0.00,38.00,0.75,1.00,1.33,6.25,2,0,-5.25,99.75,0.00
196016,16,20,3.00,0.50,0.30,0.50,0.00,38.00,0.80,1.00,1.25,6.40,2,0,-5.40,102.60,0.00
196017,17,20,3.00,0.50,0.30,0.50,0.00,38.00,0.85,1.00,1.17,6.53,2,0,-5.53,105.07,0.00
196018,18,20,3.00,0.50,0.30,0.50,0.00,38.00,0.90,1.00,1.11,6.66,2,0,-5.66,107.54,0.00
196019,19,20,3.00,0.50,0.30,0.50,0.00,38.00,0.95,1.00,1.05,6.78,2,0,-5.78,109.82,0.00
196020,20,20,3.00,0.50,0.30,0.50,0.00,38.00,1.00,1.00,1.00,6.89,2,0,-5.89,111.91,0.00
197555,15,17,1.50,0.10,0.50,0.50,7.71,24.28,0.88,4.04,1.13,2.64,2,1,1.40,-11.59,0.24
197566,15,18,1.50,0.10,0.50,0.50,7.57,26.42,0.83,4.09,1.20,2.64,2,1,1.44,-13.66,0.22
197567,16,18,1.50,0.10,0.50,0.50,8.28,25.71,0.88,4.09,1.12,2.66,2,1,1.42,-12.46,0.24
197577,15,19,1.50,0.10,0.50,0.50,7.42,28.57,0.78,4.13,1.26,2.64,2,1,1.48,-15.75,0.20
197578,16,19,1.50,0.10,0.50,0.50,8.14,27.85,0.84,4.13,1.18,2.66,2,1,1.46,-14.48,0.22
197579,17,19,1.50,0.10,0.50,0.50,8.85,27.14,0.89,4.13,1.11,2.68,2,1,1.44,-13.26,0.24
197588,15,20,1.50,0.10,0.50,0.50,7.28,30.71,0.75,4.16,1.33,2.64,2,1,1.51,-17.80,0.19
197589,16,20,1.50,0.10,0.50,0.50,8.00,30.00,0.80,4.16,1.25,2.66,2,1,1.50,-16.50,0.21
197590,17,20,1.50,0.10,0.50,0.50,8.71,29.28,0.85,4.16,1.17,2.68,2,1,1.48,-15.22,0.22
197591,18,20,1.50,0.10,0.50,0.50,9.42,28.57,0.90,4.16,1.11,2.70,2,1,1.46,-13.97,0.24
197654,15,15,2.00,0.10,0.50,0.50,5.89,22.10,1.00,3.94,1.00,3.33,2,1,0.61,-4.94,0.21
197655,16,15,2.00,0.10,0.50,0.50,6.42,21.57,1.06,3.94,0.93,3.36,2,1,0.57,-4.39,0.22
197656,17,15,2.00,0.10,0.50,0.50,6.94,21.05,1.13,3.94,0.88,3.40,2,1,0.54,-3.80,0.24
197665,15,16,2.00,0.10,0.50,0.50,5.78,24.21,0.93,4.00,1.06,3.33,2,1,0.66,-6.17,0.19
197666,16,16,2.00,0.10,0.50,0.50,6.31,23.68,1.00,4.00,1.00,3.36,2,1,0.63,-5.55,0.21
197667,17,16,2.00,0.10,0.50,0.50,6.84,23.15,1.06,4.00,0.94,3.40,2,1,0.60,-4.89,0.22
197668,18,16,2.00,0.10,0.50,0.50,7.36,22.63,1.12,4.00,0.88,3.42,2,1,0.57,-4.42,0.24
197676,15,17,2.00,0.10,0.50,0.50,5.68,26.31,0.88,4.04,1.13,3.33,2,1,0.71,-7.32,0.17
197677,16,17,2.00,0.10,0.50,0.50,6.21,25.78,0.94,4.04,1.06,3.36,2,1,0.67,-6.65,0.19
197678,17,17,2.00,0.10,0.50,0.50,6.73,25.26,1.00,4.04,1.00,3.40,2,1,0.64,-5.92,0.21
197679,18,17,2.00,0.10,0.50,0.50,7.26,24.73,1.05,4.04,0.94,3.42,2,1,0.61,-5.41,0.22
197680,19,17,2.00,0.10,0.50,0.50,7.78,24.21,1.11,4.04,0.89,3.45,2,1,0.59,-4.84,0.24
197687,15,18,2.00,0.10,0.50,0.50,5.57,28.42,0.83,4.09,1.20,3.33,2,1,0.75,-8.68,0.16
197688,16,18,2.00,0.10,0.50,0.50,6.10,27.89,0.88,4.09,1.12,3.36,2,1,0.72,-7.95,0.17
197689,17,18,2.00,0.10,0.50,0.50,6.63,27.36,0.94,4.09,1.05,3.40,2,1,0.69,-7.15,0.19
197690,18,18,2.00,0.10,0.50,0.50,7.15,26.84,1.00,4.09,1.00,3.42,2,1,0.66,-6.59,0.21
197691,19,18,2.00,0.10,0.50,0.50,7.68,26.31,1.05,4.09,0.94,3.45,2,1,0.63,-5.96,0.22
197692,20,18,2.00,0.10,0.50,0.50,8.21,25.78,1.11,4.09,0.90,3.47,2,1,0.61,-5.44,0.24
197698,15,19,2.00,0.10,0.50,0.50,5.47,30.52,0.78,4.13,1.26,3.33,2,1,0.79,-10.02,0.15
197699,16,19,2.00,0.10,0.50,0.50,6.00,30.00,0.84,4.13,1.18,3.36,2,1,0.76,-9.24,0.16
197700,17,19,2.00,0.10,0.50,0.50,6.52,29.47,0.89,4.13,1.11,3.40,2,1,0.73,-8.37,0.18
197701,18,19,2.00,0.10,0.50,0.50,7.05,28.94,0.94,4.13,1.05,3.42,2,1,0.70,-7.77,0.19
197702,19,19,2.00,0.10,0.50,0.50,7.57,28.42,1.00,4.13,1.00,3.45,2,1,0.67,-7.08,0.21
197703,20,19,2.00,0.10,0.50,0.50,8.10,27.89,1.05,4.13,0.95,3.47,2,1,0.65,-6.53,0.22
197709,15,20,2.00,0.10,0.50,0.50,5.36,32.63,0.75,4.16,1.33,3.33,2,1,0.83,-11.31,0.14
197710,16,20,2.00,0.10,0.50,0.50,5.89,32.10,0.80,4.16,1.25,3.36,2,1,0.79,-10.48,0.15
197711,17,20,2.00,0.10,0.50,0.50,6.42,31.57,0.85,4.16,1.17,3.40,2,1,0.76,-9.55,0.16
197712,18,20,2.00,0.10,0.50,0.50,6.94,31.05,0.90,4.16,1.11,3.42,2,1,0.73,-8.92,0.18
197713,19,20,2.00,0.10,0.50,0.50,7.47,30.52,0.95,4.16,1.05,3.45,2,1,0.71,-8.18,0.19
197714,20,20,2.00,0.10,0.50,0.50,8.00,30.00,1.00,4.16,1.00,3.47,2,1,0.68,-7.59,0.21
197775,15,15,2.50,0.10,0.50,0.50,4.66,23.33,1.00,3.94,1.00,3.94,2,1,0.00,0.00,0.16
197776,16,15,2.50,0.10,0.50,0.50,5.08,22.91,1.06,3.94,0.93,4.00,2,1,-0.05,0.53,0.18
197777,17,15,2.50,0.10,0.50,0.50,5.50,22.50,1.13,3.94,0.88,4.04,2,1,-0.10,0.85,0.19
197778,18,15,2.50,0.10,0.50,0.50,5.91,22.08,1.20,3.94,0.83,4.09,2,1,-0.14,1.21,0.21
197779,19,15,2.50,0.10,0.50,0.50,6.33,21.66,1.26,3.94,0.78,4.13,2,1,-0.18,1.45,0.22
197780,20,15,2.50,0.10,0.50,0.50,6.75,21.25,1.33,3.94,0.75,4.16,2,1,-0.21,1.59,0.24
197786,15,16,2.50,0.10,0.50,0.50,4.58,25.41,0.93,4.00,1.06,3.94,2,1,0.05,-0.62,0.15
197787,16,16,2.50,0.10,0.50,0.50,5.00,25.00,1.00,4.00,1.00,4.00,2,1,0.00,0.00,0.16
197788,17,16,2.50,0.10,0.50,0.50,5.41,24.58,1.06,4.00,0.94,4.04,2,1,-0.04,0.38,0.18
197789,18,16,2.50,0.10,0.50,0.50,5.83,24.16,1.12,4.00,0.88,4.09,2,1,-0.09,0.82,0.19
197790,19,16,2.50,0.10,0.50,0.50,6.25,23.75,1.18,4.00,0.84,4.13,2,1,-0.13,1.13,0.20
197791,20,16,2.50,0.10,0.50,0.50,6.66,23.33,1.25,4.00,0.80,4.16,2,1,-0.16,1.33,0.22
197797,15,17,2.50,0.10,0.50,0.50,4.50,27.50,0.88,4.04,1.13,3.94,2,1,0.10,-1.15,0.14
197798,16,17,2.50,0.10,0.50,0.50,4.91,27.08,0.94,4.04,1.06,4.00,2,1,0.04,-0.44,0.15
197799,17,17,2.50,0.10,0.50,0.50,5.33,26.66,1.00,4.04,1.00,4.04,2,1,0.00,0.00,0.16
197800,18,17,2.50,0.10,0.50,0.50,5.75,26.25,1.05,4.04,0.94,4.09,2,1,-0.04,0.51,0.17
197801,19,17,2.50,0.10,0.50,0.50,6.16,25.83,1.11,4.04,0.89,4.13,2,1,-0.08,0.88,0.19
197802,20,17,2.50,0.10,0.50,0.50,6.58,25.41,1.17,4.04,0.85,4.16,2,1,-0.11,1.12,0.20
197808,15,18,2.50,0.10,0.50,0.50,4.41,29.58,0.83,4.09,1.20,3.94,2,1,0.14,-1.88,0.12
197809,16,18,2.50,0.10,0.50,0.50,4.83,29.16,0.88,4.09,1.12,4.00,2,1,0.09,-1.09,0.14
197810,17,18,2.50,0.10,0.50,0.50,5.25,28.75,0.94,4.09,1.05,4.04,2,1,0.04,-0.58,0.15
197811,18,18,2.50,0.10,0.50,0.50,5.66,28.33,1.00,4.09,1.00,4.09,2,1,0.00,0.00,0.16
197812,19,18,2.50,0.10,0.50,0.50,6.08,27.91,1.05,4.09,0.94,4.13,2,1,-0.03,0.43,0.17
197813,20,18,2.50,0.10,0.50,0.50,6.50,27.50,1.11,4.09,0.90,4.16,2,1,-0.07,0.73,0.19
197819,15,19,2.50,0.10,0.50,0.50,4.33,31.66,0.78,4.13,1.26,3.94,2,1,0.18,-2.59,0.12
197820,16,19,2.50,0.10,0.50,0.50,4.75,31.25,0.84,4.13,1.18,4.00,2,1,0.13,-1.72,0.13
197821,17,19,2.50,0.10,0.50,0.50,5.16,30.83,0.89,4.13,1.11,4.04,2,1,0.08,-1.15,0.14
197822,18,19,2.50,0.10,0.50,0.50,5.58,30.41,0.94,4.13,1.05,4.09,2,1,0.03,-0.49,0.15
197823,19,19,2.50,0.10,0.50,0.50,6.00,30.00,1.00,4.13,1.00,4.13,2,1,0.00,0.00,0.16
197824,20,19,2.50,0.10,0.50,0.50,6.41,29.58,1.05,4.13,0.95,4.16,2,1,-0.03,0.34,0.17
197830,15,20,2.50,0.10,0.50,0.50,4.25,33.75,0.75,4.16,1.33,3.94,2,1,0.21,-3.24,0.11
197831,16,20,2.50,0.10,0.50,0.50,4.66,33.33,0.80,4.16,1.25,4.00,2,1,0.16,-2.29,0.12
197832,17,20,2.50,0.10,0.50,0.50,5.08,32.91,0.85,4.16,1.17,4.04,2,1,0.11,-1.66,0.13
197833,18,20,2.50,0.10,0.50,0.50,5.50,32.50,0.90,4.16,1.11,4.09,2,1,0.07,-0.94,0.14
197834,19,20,2.50,0.10,0.50,0.50,5.91,32.08,0.95,4.16,1.05,4.13,2,1,0.03,-0.39,0.15
197835,20,20,2.50,0.10,0.50,0.50,6.33,31.66,1.00,4.16,1.00,4.16,2,1,0.00,0.00,0.16
197896,15,15,3.00,0.10,0.50,0.50,3.86,24.13,1.00,3.94,1.00,4.50,2,1,-0.55,5.67,0.13
197897,16,15,3.00,0.10,0.50,0.50,4.20,23.79,1.06,3.94,0.93,4.57,2,1,-0.62,6.17,0.15
197898,17,15,3.00,0.10,0.50,0.50,4.55,23.44,1.13,3.94,0.88,4.63,2,1,-0.68,6.51,0.16
197899,18,15,3.00,0.10,0.50,0.50,4.89,23.10,1.20,3.94,0.83,4.69,2,1,-0.74,6.82,0.17
197900,19,15,3.00,0.10,0.50,0.50,5.24,22.75,1.26,3.94,0.78,4.75,2,1,-0.80,7.09,0.18
197901,20,15,3.00,0.10,0.50,0.50,5.58,22.41,1.33,3.94,0.75,4.80,2,1,-0.85,7.23,0.19
197907,15,16,3.00,0.10,0.50,0.50,3.79,26.20,0.93,4.00,1.06,4.50,2,1,-0.50,5.60,0.12
197908,16,16,3.00,0.10,0.50,0.50,4.13,25.86,1.00,4.00,1.00,4.57,2,1,-0.57,6.19,0.13
197909,17,16,3.00,0.10,0.50,0.50,4.48,25.51,1.06,4.00,0.94,4.63,2,1,-0.63,6.62,0.14
197910,18,16,3.00,0.10,0.50,0.50,4.82,25.17,1.12,4.00,0.88,4.69,2,1,-0.69,7.02,0.16
197911,19,16,3.00,0.10,0.50,0.50,5.17,24.82,1.18,4.00,0.84,4.75,2,1,-0.75,7.36,0.17
197912,20,16,3.00,0.10,0.50,0.50,5.51,24.48,1.25,4.00,0.80,4.80,2,1,-0.80,7.58,0.18
197918,15,17,3.00,0.10,0.50,0.50,3.72,28.27,0.88,4.04,1.13,4.50,2,1,-0.45,5.64,0.11
197919,16,17,3.00,0.10,0.50,0.50,4.06,27.93,0.94,4.04,1.06,4.57,2,1,-0.52,6.32,0.12
197920,17,17,3.00,0.10,0.50,0.50,4.41,27.58,1.00,4.04,1.00,4.63,2,1,-0.58,6.83,0.13
197921,18,17,3.00,0.10,0.50,0.50,4.75,27.24,1.05,4.04,0.94,4.69,2,1,-0.64,7.30,0.14
197922,19,17,3.00,0.10,0.50,0.50,5.10,26.89,1.11,4.04,0.89,4.75,2,1,-0.70,7.73,0.15
197923,20,17,3.00,0.10,0.50,0.50,5.44,26.55,1.17,4.04,0.85,4.80,2,1,-0.75,8.02,0.17
197929,15,18,3.00,0.10,0.50,0.50,3.65,30.34,0.83,4.09,1.20,4.50,2,1,-0.40,5.47,0.10
197930,16,18,3.00,0.10,0.50,0.50,4.00,30.00,0.88,4.09,1.12,4.57,2,1,-0.48,6.24,0.11
197931,17,18,3.00,0.10,0.50,0.50,4.34,29.65,0.94,4.09,1.05,4.63,2,1,-0.54,6.83,0.12
197932,18,18,3.00,0.10,0.50,0.50,4.68,29.31,1.00,4.09,1.00,4.69,2,1,-0.60,7.38,0.13
197933,19,18,3.00,0.10,0.50,0.50,5.03,28.96,1.05,4.09,0.94,4.75,2,1,-0.65,7.89,0.14
197934,20,18,3.00,0.10,0.50,0.50,5.37,28.62,1.11,4.09,0.90,4.80,2,1,-0.70,8.25,0.15
197940,15,19,3.00,0.10,0.50,0.50,3.58,32.41,0.78,4.13,1.26,4.50,2,1,-0.36,5.33,0.09
197941,16,19,3.00,0.10,0.50,0.50,3.93,32.06,0.84,4.13,1.18,4.57,2,1,-0.44,6.18,0.10
197942,17,19,3.00,0.10,0.50,0.50,4.27,31.72,0.89,4.13,1.11,4.63,2,1,-0.50,6.86,0.11
197943,18,19,3.00,0.10,0.50,0.50,4.62,31.37,0.94,4.13,1.05,4.69,2,1,-0.56,7.49,0.12
197944,19,19,3.00,0.10,0.50,0.50,4.96,31.03,1.00,4.13,1.00,4.75,2,1,-0.61,8.08,0.13
197945,20,19,3.00,0.10,0.50,0.50,5.31,30.68,1.05,4.13,0.95,4.80,2,1,-0.66,8.49,0.14
197951,15,20,3.00,0.10,0.50,0.50,3.51,34.48,0.75,4.16,1.33,4.50,2,1,-0.33,5.26,0.09
197952,16,20,3.00,0.10,0.50,0.50,3.86,34.13,0.80,4.16,1.25,4.57,2,1,-0.40,6.20,0.10
197953,17,20,3.00,0.10,0.50,0.50,4.20,33.79,0.85,4.16,1.17,4.63,2,1,-0.46,6.95,0.11
197954,18,20,3.00,0.10,0.50,0.50,4.55,33.44,0.90,4.16,1.11,4.69,2,1,-0.52,7.65,0.11
197955,19,20,3.00,0.10,0.50,0.50,4.89,33.10,0.95,4.16,1.05,4.75,2,1,-0.58,8.32,0.12
197956,20,20,3.00,0.10,0.50,0.50,5.24,32.75,1.00,4.16,1.00,4.80,2,1,-0.63,8.80,0.13
198017,15,15,1.50,0.30,0.50,0.50,4.66,23.33,1.00,1.59,1.00,2.64,2,1,-1.05,9.80,0.16
198018,16,15,1.50,0.30,0.50,0.50,5.50,22.50,1.06,1.59,0.93,2.66,2,1,-1.07,9.09,0.19
198019,17,15,1.50,0.30,0.50,0.50,6.33,21.66,1.13,1.59,0.88,2.68,2,1,-1.08,8.35,0.22
198028,15,16,1.50,0.30,0.50,0.50,4.16,25.83,0.93,1.60,1.06,2.64,2,1,-1.04,11.26,0.13
198029,16,16,1.50,0.30,0.50,0.50,5.00,25.00,1.00,1.60,1.00,2.66,2,1,-1.06,10.60,0.16
198030,17,16,1.50,0.30,0.50,0.50,5.83,24.16,1.06,1.60,0.94,2.68,2,1,-1.08,9.89,0.19
198031,18,16,1.50,0.30,0.50,0.50,6.66,23.33,1.12,1.60,0.88,2.70,2,1,-1.10,9.16,0.22
198032,19,16,1.50,0.30,0.50,0.50,7.50,22.50,1.18,1.60,0.84,2.71,2,1,-1.11,8.32,0.25
198039,15,17,1.50,0.30,0.50,0.50,3.66,28.33,0.88,1.60,1.13,2.64,2,1,-1.04,12.82,0.11
198040,16,17,1.50,0.30,0.50,0.50,4.50,27.50,0.94,1.60,1.06,2.66,2,1,-1.06,12.19,0.14
198041,17,17,1.50,0.30,0.50,0.50,5.33,26.66,1.00,1.60,1.00,2.68,2,1,-1.08,11.51,0.16
198042,18,17,1.50,0.30,0.50,0.50,6.16,25.83,1.05,1.60,0.94,2.70,2,1,-1.09,10.81,0.19
198043,19,17,1.50,0.30,0.50,0.50,7.00,25.00,1.11,1.60,0.89,2.71,2,1,-1.11,9.99,0.21
198044,20,17,1.50,0.30,0.50,0.50,7.83,24.16,1.17,1.60,0.85,2.72,2,1,-1.12,9.14,0.24
198050,15,18,1.50,0.30,0.50,0.50,3.16,30.83,0.83,1.60,1.20,2.64,2,1,-1.03,14.38,0.09
198051,16,18,1.50,0.30,0.50,0.50,4.00,30.00,0.88,1.60,1.12,2.66,2,1,-1.05,13.78,0.11
198052,17,18,1.50,0.30,0.50,0.50,4.83,29.16,0.94,1.60,1.05,2.68,2,1,-1.07,13.13,0.14
198053,18,18,1.50,0.30,0.50,0.50,5.66,28.33,1.00,1.60,1.00,2.70,2,1,-1.09,12.46,0.16
198054,19,18,1.50,0.30,0.50,0.50,6.50,27.50,1.05,1.60,0.94,2.71,2,1,-1.10,11.65,0.19
198055,20,18,1.50,0.30,0.50,0.50,7.33,26.66,1.11,1.60,0.90,2.72,2,1,-1.12,10.82,0.21
198061,15,19,1.50,0.30,0.50,0.50,2.66,33.33,0.78,1.61,1.26,2.64,2,1,-1.03,15.79,0.07
198062,16,19,1.50,0.30,0.50,0.50,3.50,32.50,0.84,1.61,1.18,2.66,2,1,-1.05,15.22,0.09
